timestamp,engajamento,velocidade,credibilidade,viralidade,d_c
2026-01-01 00:00:00,46.92680899768591,0.3892633005908311,0.21562983569914235,0.20131324607351356,1.0
2026-01-01 01:00:00,301.0121430917521,0.5952040971714534,0.12447159840285706,0.33403887777727503,1.0
2026-01-01 02:00:00,131.67456935454493,3.555238733509115,0.3787492948723586,0.560198572829857,1.0
2026-01-01 03:00:00,91.29425537759532,1.5765264776321901,0.04370879221766201,0.5248872603493526,1.0
2026-01-01 04:00:00,16.962487046234628,2.8767500909695527,0.17732840285865092,0.5702474696548421,0.5962509210391852
2026-01-01 05:00:00,16.959629191460518,2.895948646832661,0.39572319539629514,0.4369265285710587,1.0
2026-01-01 06:00:00,5.983876860868068,1.407580392292742,0.2761086316806605,0.34706856643953365,0.40738469129588833
2026-01-01 07:00:00,201.12308644799396,2.469215401262558,0.242579262681723,0.5816685158710775,1.0
2026-01-01 08:00:00,91.90821536272645,1.336651852954843,0.28416859644875997,0.12702239423405223,1.0
2026-01-01 09:00:00,123.12500617045903,1.1433409010169195,0.13597421974207444,0.15125024495637523,1.0
2026-01-01 10:00:00,2.0799307999138623,0.9259306817871442,0.25901885732948926,0.005145717825172382,0.0029939721844813145
2026-01-01 11:00:00,350.3557475158312,2.34629819222562,0.5266669109849613,0.16404072067320974,1.0
2026-01-01 12:00:00,178.6429543354675,3.9957987334748024,0.4471109316096367,0.20333707061345574,1.0
2026-01-01 13:00:00,23.8687625248947,3.6817910058840218,0.07736713298843084,0.44720493186099,0.2243023682089675
2026-01-01 14:00:00,20.067898874966335,0.5138463203744136,0.5075264073820364,0.46051402233667804,1.0
2026-01-01 15:00:00,20.261142283225706,3.9465072718194083,0.15836349642389336,0.2013192409705199,0.1636784052861869
2026-01-01 16:00:00,36.27537294604771,0.749139376599801,0.21015788362953822,0.15309063704128154,1.0
2026-01-01 17:00:00,74.39278308608544,1.856763488635936,0.2674126907760612,0.21169906051819462,1.0
2026-01-01 18:00:00,56.55370667803366,2.1053747987361597,0.16807681051727116,0.34427927933065416,1.0
2026-01-01 19:00:00,34.42229925539415,0.390860109873349,0.1986236305993665,0.43975698041891614,1.0
2026-01-01 20:00:00,94.63708738997987,1.4512116121717595,0.0975953979962513,0.07040089902890764,0.4480620540951609
2026-01-01 21:00:00,15.023452872733866,4.111514049421537,0.4160839986098427,0.06916054230836713,0.10514954186431427
2026-01-01 22:00:00,34.551551200240226,0.12991041272762274,0.17526538563286528,0.2727003419236686,1.0
2026-01-01 23:00:00,45.6277218220847,7.145432784164426,0.31915544355807357,0.09693948864045966,0.19756191516748078
2026-01-02 00:00:00,60.893468785977504,0.1970542380524824,0.26024764916461457,0.5603774867452669,1.0
2026-01-02 01:00:00,153.7936011030912,2.066848654301436,0.4211487560148721,0.28704184126782967,1.0
2026-01-02 02:00:00,22.273586212869027,0.41117377552698753,0.07803912932223113,0.27123539404770525,1.0
2026-01-02 03:00:00,72.20291550331277,2.309460595027449,0.37253949828004407,0.1347653257571144,1.0
2026-01-02 04:00:00,89.75047213097605,3.5730947022351875,0.0483425394917978,0.333656740372478,0.4051553501441629
2026-01-02 05:00:00,4.756384975640855,2.9379738641621413,0.38916275008936135,0.5443177960253592,0.34293583403405314
2026-01-02 06:00:00,93.533302064961,3.274665212885237,0.09912901663799184,0.15924662131320388,0.45088977350386844
2026-01-02 07:00:00,18.696125197741644,1.3414185746855338,0.3005171932311941,0.18112598881715125,0.758642878295773
2026-01-02 08:00:00,6.726393087930424,4.092384289721666,0.20913762373588976,0.16580121980455473,0.05699355215458513
2026-01-02 09:00:00,297.3687793506931,6.111622610976655,0.33786260542536184,0.1939180018487714,1.0
2026-01-02 10:00:00,337.06303424611724,1.7873547783890773,0.3562962689665227,0.0986343263941342,1.0
2026-01-02 11:00:00,165.23315728128767,1.2221692220302476,0.31909398284717083,0.25311737958505576,1.0
2026-01-02 12:00:00,36.32878599687583,0.8487582253307265,0.36324196353204063,0.1621625527413203,1.0
2026-01-02 13:00:00,10.277731500250624,2.807506091876652,0.31387328235679623,0.11258764753024063,0.12936644814990714
2026-01-02 14:00:00,115.27507630986618,3.3818899062411045,0.2125195546497265,0.696332384322832,1.0
2026-01-02 15:00:00,58.009084258539836,1.22260920806011,0.30116993677887477,0.1654090064282093,1.0
2026-01-02 16:00:00,13.015223395444863,4.696393737711864,0.5270301175399972,0.19835807862908084,0.28971598199749415
2026-01-02 17:00:00,68.35472281341501,2.645186402042605,0.1253292417994158,0.029981724818894485,0.09710045638203589
2026-01-02 18:00:00,3.4993721443479084,1.7719802870064394,0.5403968666730818,0.3570845794257114,0.3810791275685695
2026-01-02 19:00:00,240.04228873930236,2.1162659240544364,0.13065024549446877,0.2848310585056566,1.0
2026-01-02 20:00:00,29.94577768406861,0.6889732292211719,0.4367117588931563,0.22597401378101387,1.0
2026-01-02 21:00:00,108.62557985649804,2.7852100603577563,0.22168483261812005,0.23324534130404692,1.0
2026-01-02 22:00:00,37.354658165762366,0.7320663475102939,0.053290446394764816,0.25564476600604397,0.6951532973100717
2026-01-02 23:00:00,73.41108959092286,1.0968789212363104,0.10433734613170621,0.23811837133029207,1.0
2026-01-03 00:00:00,79.12237979817975,1.5743661138255327,0.07454513087585526,0.39508831051253984,1.0
2026-01-03 01:00:00,20.438859950790576,5.488970492193283,0.28020389074188984,0.7289049538237692,0.7605203421351532
2026-01-03 02:00:00,349.28071327362267,1.9934406212244735,0.15945502691198368,0.21902372897536188,1.0
2026-01-03 03:00:00,149.22453771381407,0.7998164163089554,0.23636563996671525,0.15814420349858369,1.0
2026-01-03 04:00:00,280.50944192915824,2.1220663578463426,0.13537403157814165,0.21298938451677776,1.0
2026-01-03 05:00:00,225.21519975341965,2.534143248740652,0.3670631331628392,0.2253410094973378,1.0
2026-01-03 06:00:00,91.1054412383275,3.76591665275825,0.4325547680564213,0.30805036902150934,1.0
2026-01-03 07:00:00,254.9435379269405,1.6355091359015579,0.35247458170468676,0.48720104929114416,1.0
2026-01-03 08:00:00,9.265545895311563,0.9100323744220514,0.3139091889265072,0.2999785312512079,0.9587566122877109
2026-01-03 09:00:00,21.813469463126744,6.457000630969972,0.21449084071378732,0.11066074574116587,0.08018557751605973
2026-01-03 10:00:00,4.628196568683196,2.125459646624882,0.3768043697840811,0.013131872665726343,0.01077460916330591
2026-01-03 11:00:00,39.35320868030868,0.8042936334565737,0.5384118075978012,0.4446601780542363,1.0
2026-01-03 12:00:00,49.21302917942186,1.6243937571934077,0.07699538877073717,0.616127152803936,1.0
2026-01-03 13:00:00,31.65604432088257,1.097346293101009,0.24435104827976237,0.022252542549723964,0.15685804253152094
2026-01-03 14:00:00,176.45578652409338,3.920541364075741,0.28098476525661514,0.30011772793347763,1.0
2026-01-03 15:00:00,44.12269995298701,2.516974506189626,0.7724394436024937,0.5898416668798717,1.0
2026-01-03 16:00:00,32.98028401342492,1.2945403935031603,0.21079181540200928,0.33656937983890906,1.0
2026-01-03 17:00:00,78.2407083207746,3.3832757100036357,0.10036821896489281,0.12657100971491128,0.2937824478139214
2026-01-03 18:00:00,15.189814782062886,1.5243148283807615,0.22992182354566543,0.3003961870580676,0.6882598174938178
2026-01-03 19:00:00,162.04835957747312,1.5955966325994855,0.0826912294313551,0.4467436826259186,1.0
2026-01-03 20:00:00,7.747586881130901,0.8882282544985164,0.3160201541355075,0.3805510532220804,1.0
2026-01-03 21:00:00,433.41463395873194,0.882042541290608,0.42226095995893564,0.37144976110357364,1.0
2026-01-03 22:00:00,147.94837762415114,6.178130225878742,0.4207020132224096,0.5317104479144479,1.0
2026-01-03 23:00:00,22.153944050588596,3.2746151751778547,0.525895606340272,0.12454612711581904,0.44311918585781823
2026-01-04 00:00:00,0.5537420375935475,0.25115512742295104,0.09340197232007998,0.13238359649251627,0.027261871609649584
2026-01-04 01:00:00,168.9896777486126,0.7159504716635888,0.7149740338507822,0.07022195083906169,1.0
2026-01-04 02:00:00,122.70959073870446,0.58438192230571,0.28812078445103906,0.4062614076577358,1.0
2026-01-04 03:00:00,130.5662908787999,1.7452064013694855,0.20803956086174202,0.16411117864303662,1.0
2026-01-04 04:00:00,147.52145260435134,1.1863479853824326,0.4857760857521775,0.14737858558902922,1.0
2026-01-04 05:00:00,7.692926551379635,4.454837109879846,0.12398682877125192,0.5568413019052744,0.11922484034665425
2026-01-04 06:00:00,44.38926724162325,1.2795693678820028,0.26431722218332787,0.2767856942335161,1.0
2026-01-04 07:00:00,12.315010460444965,5.768207310886141,0.21017350890297581,0.3332594184092832,0.149538951568715
2026-01-04 08:00:00,198.85295716582226,1.560826146521691,0.11853201891649287,0.09065411523621311,1.0
2026-01-04 09:00:00,97.63011917123741,6.598725527744679,0.5300629868023861,0.004945539549566241,0.03878509983969888
2026-01-04 10:00:00,40.1818801251301,1.4188576155136385,0.1953720486784719,0.598564621661715,1.0
2026-01-04 11:00:00,6.566806580478289,1.4411144881133908,0.40881216959780314,0.09011459874957409,0.16787062568455602
2026-01-04 12:00:00,37.24883504103537,3.224904814772035,0.33475645474085153,0.02979058596393385,0.11518708807356552
2026-01-04 13:00:00,39.331421318413135,2.906999992915793,0.6260945827593044,0.016749667350814297,0.14188639110267956
2026-01-04 14:00:00,130.7875783957741,0.49260728627392336,0.43514844690507665,0.22089028106657022,1.0
2026-01-04 15:00:00,101.488935892602,1.7773073929947611,0.12645324075989633,0.6644071944862637,1.0
2026-01-04 16:00:00,218.22519124015147,1.1773402244525428,0.21456450138518934,0.5779722836913928,1.0
2026-01-04 17:00:00,63.90661333763098,1.1115688838254092,0.1177973442833805,0.11688910368558073,0.7916239956825625
2026-01-04 18:00:00,12.73723936155019,1.7708139624746149,0.6820024861511074,0.754259197170402,1.0
2026-01-04 19:00:00,124.91263443165994,1.3216503688657124,0.3994706214469007,0.3565529855262642,1.0
2026-01-04 20:00:00,143.0392753076864,1.9142757744655414,0.3639126514000966,0.1480289190137157,1.0
2026-01-04 21:00:00,82.38874948858287,0.6863536945713895,0.09772973370367903,0.5279219290393223,1.0
2026-01-04 22:00:00,147.38899667213644,0.38187566413478136,0.21767197593572343,0.37295277270708527,1.0
2026-01-04 23:00:00,68.0814731510278,3.310890196978809,0.09851325697445347,0.10296332936577811,0.20857460096109998
2026-01-05 00:00:00,73.9678838777267,3.667160379136274,0.4153868041212089,0.16524139838300875,1.0
2026-01-05 01:00:00,55.781419390842736,3.1700917284824977,0.19953488736653693,0.10806192993369985,0.3794104529457166
2026-01-05 02:00:00,2.574777399011373,1.711384968984787,0.29026146419141124,0.3734239571556044,0.16307355298160836
